,Date,rainfall,cloudamount,sunshine,humidity,maxtemp,mintemp
7924,2011-05-23,0,3,4.9,78,36.2,27.8
8272,2011-05-24,3,5,3.4,80,34.5,26.5
8620,2011-05-25,0,6,7.8,82,36.5,26.2
8968,2011-05-26,37,3,5.7,83,34.8,24
9316,2011-05-27,0,3,6.8,81,34.3,26.1
9664,2011-05-28,0,4,5.9,85,34,26.3
9994,2011-05-29,3,4,9.8,76,33.5,25.6
10315,2011-05-30,0,3,6.5,79,34,26
10545,2011-05-31,0,6,8.1,82,37.4,27.5
269,2011-06-01,17,5,8,79,35.8,25
617,2011-06-02,0,5,5.3,80,36,28.5
965,2011-06-03,0,5,4.1,81,35.8,25.8
1313,2011-06-04,0,3,10.5,72,37.4,26.6
1661,2011-06-05,0,3,8.7,74,36.2,28
2009,2011-06-06,0,4,11.6,73,36.5,27.5
2357,2011-06-07,0,4,8.6,77,35.2,27.5
2705,2011-06-08,0,5,5.6,77,34.8,27.5
3053,2011-06-09,0,5,6.3,74,35.6,26.6
3401,2011-06-10,0,4,9,68,37.6,27.5
3749,2011-06-11,0,7,3.2,90,35.2,28
4097,2011-06-12,23,4,7.2,80,35.6,24
4445,2011-06-13,11,4,10.3,77,34.5,26.5
4793,2011-06-14,0,6,3.3,90,33.2,27.4
5141,2011-06-15,13,8,4.8,87,33.5,26.5
5489,2011-06-16,8,8,1.3,91,30,26.2
5837,2011-06-17,11,8,0,95,28.8,26.5
6185,2011-06-18,51,8,0,93,29.2,25.5
6533,2011-06-19,31,7,0.4,91,31.6,26.1
6881,2011-06-20,44,7,0.9,87,32.7,26.5
7229,2011-06-21,25,6,0.6,92,31.8,24.9
7577,2011-06-22,17,5,1.6,86,33,25.3
7925,2011-06-23,0,6,3.2,86,34.8,27.4
8273,2011-06-24,7,7,2.1,91,33.5,28.5
8621,2011-06-25,46,8,1.2,90,32,25
8969,2011-06-26,50,8,0,97,28.2,25.5
9317,2011-06-27,12,8,1,89,32,25.7
9665,2011-06-28,0,8,0,93,29,26.6
9995,2011-06-29,9,8,0,93,31.6,25.6
10316,2011-06-30,6,7,1.3,89,33.2,26.5
270,2011-07-01,7,8,0,90,29.2,26.7
618,2011-07-02,4,8,0,93,30.5,26.3
966,2011-07-03,45,7,0,92,28,24
1314,2011-07-04,11,6,1.5,88,32.5,24.5
1662,2011-07-05,4,4,9.3,82,32,25.6
2010,2011-07-06,0,5,9.5,81,32,25.6
2358,2011-07-07,6,7,3,94,31.6,25.2
2706,2011-07-08,59,5,3.5,86,33.3,25.4
3054,2011-07-09,10,3,8.7,82,34.7,26.5
3402,2011-07-10,0,5,5.2,83,35,27.5
3750,2011-07-11,0,5,8,77,35.2,28
4098,2011-07-12,2,6,8.3,79,34,27.5
4446,2011-07-13,6,6,5,83,33,27.5
4794,2011-07-14,1,6,5.2,80,32.5,27.5
5142,2011-07-15,5,6,2.7,81,33.5,27.5
5490,2011-07-16,0,6,2.4,81,33,27.5
5838,2011-07-17,6,6,3.7,88,31.8,27
6186,2011-07-18,5,6,0.3,87,31.2,27.5
6534,2011-07-19,0,8,0,91,30.5,27.6
6882,2011-07-20,77,8,1,92,30.4,25.2
7230,2011-07-21,50,8,0,98,27.1,25
7578,2011-07-22,42,7,3.5,86,31.6,25.5
7926,2011-07-23,5,5,7.4,85,32.8,25
8274,2011-07-24,12,4,8.7,78,33.5,26
8622,2011-07-25,0,5,7.1,84,34.5,27
8970,2011-07-26,27,6,6.5,81,33.8,26.8
9318,2011-07-27,0,6,8.8,80,34.8,27.4
9666,2011-07-28,0,4,7.7,79,34.2,27.5
9996,2011-07-29,3,4,9,76,35,27.5
10317,2011-07-30,0,4,11.8,76,35.5,27.5
10546,2011-07-31,0,4,10.1,75,35,27.5
271,2011-08-01,0,6,3.8,82,36.5,29.5
619,2011-08-02,5,7,0,91,32.8,29
967,2011-08-03,28,6,3.1,90,31.5,26.5
1315,2011-08-04,13,8,0,92,31.5,27
1663,2011-08-05,48,8,0.3,96,28.8,26
2011,2011-08-06,27,8,1.1,91,31.5,25.8
2359,2011-08-07,56,8,0,97,28,25.5
2707,2011-08-08,35,8,0,99,27.5,25.5
3055,2011-08-09,115,8,0,98,27.4,25
3403,2011-08-10,22,8,0,97,28.2,25.5
3751,2011-08-11,30,7,1.8,89,30.5,25
4099,2011-08-12,5,8,0,94,28,25
4447,2011-08-13,14,8,0,99,26.8,24.6
4795,2011-08-14,116,7,2.6,95,30,24.2
5143,2011-08-15,6,6,5.2,88,33,26
5491,2011-08-16,2,8,0,93,31,27.5
5839,2011-08-17,51,8,0,93,29.5,24.2
6187,2011-08-18,11,6,4.9,89,31.5,25
6535,2011-08-19,5,4,6.9,83,32,25.6
6883,2011-08-20,0,4,8.3,78,34.2,26
7231,2011-08-21,0,7,0,85,32,27.2
7579,2011-08-22,0,6,2.1,88,33,26.8
7927,2011-08-23,18,6,6.9,85,34,26
8275,2011-08-24,2,6,1.8,83,33.2,27.5
8623,2011-08-25,0,6,2.1,86,32,26.6
8971,2011-08-26,2,5,2.3,86,31.5,26.8
9319,2011-08-27,0,5,8.3,84,33.3,26
9667,2011-08-28,3,3,9.5,81,33.5,26
9997,2011-08-29,0,2,11.3,77,34,26.7
10318,2011-08-30,0,2,11.5,77,34.2,27.2
10547,2011-08-31,0,4,8,81,32.5,27
272,2011-09-01,6,7,0.4,93,29.6,26.2
620,2011-09-02,18,6,0.6,91,30,25.2
968,2011-09-03,3,5,7.3,79,32.8,25
1316,2011-09-04,0,5,3.5,84,31.7,26.8
1664,2011-09-05,0,5,8.2,88,32.8,26.6
2012,2011-09-06,2,6,6.5,87,33.5,25.6
2360,2011-09-07,1,8,0.5,89,30.8,26.5
2708,2011-09-08,26,8,0,97,28,25.5
3056,2011-09-09,16,7,0.3,94,28.6,25.8
3404,2011-09-10,3,4,4.6,89,32.2,26
3752,2011-09-11,6,4,8.7,81,33.7,26
4100,2011-09-12,0,4,8,80,35.5,27
4448,2011-09-13,0,6,1.9,89,35.2,28.5
4796,2011-09-14,24,7,0.2,95,30.2,26.5
5144,2011-09-15,45,7,1.2,94,30.7,25.2
5492,2011-09-16,29,8,0,94,28.5,25
5840,2011-09-17,17,8,0.4,94,30.2,25
6188,2011-09-18,45,5,4.3,88,32.2,24.8
6536,2011-09-19,2,4,5.6,89,34,26.5
6884,2011-09-20,12,5,6.8,85,33.5,26.5
7232,2011-09-21,38,6,7,85,31.5,25.4
7580,2011-09-22,29,6,1.9,91,30.2,25
7928,2011-09-23,26,6,4.3,88,31.2,25.5
8276,2011-09-24,8,7,0.3,93,29.4,24.5
8624,2011-09-25,10,6,6,86,33,25
8972,2011-09-26,0,6,7.6,85,33,26.6
9320,2011-09-27,1,3,7.6,80,34.5,26
9668,2011-09-28,0,1,9.7,79,34.4,26.4
9998,2011-09-29,0,1,8.3,80,34.4,27
10319,2011-09-30,0,2,7.7,80,34.5,26.6
273,2011-10-01,0,2,7.4,78,35.5,27
621,2011-10-02,0,2,8.5,78,34.8,27.5
969,2011-10-03,0,1,9.3,77,34.8,26
1317,2011-10-04,0,3,7.7,78,34.7,26.1
1665,2011-10-05,0,3,7.2,84,35,27
2013,2011-10-06,1,2,7.1,81,35,26.5
2361,2011-10-07,0,2,8.6,80,32.5,27
2709,2011-10-08,0,3,7.6,78,34,26.5
3057,2011-10-09,0,2,6.3,83,33.5,26.2
3405,2011-10-10,1,1,7.3,83,34.6,26.5
3753,2011-10-11,0,2,8.6,79,34.5,27.5
4101,2011-10-12,0,1,7.5,80,33.8,26.5
4449,2011-10-13,0,1,8.6,76,35,26
4797,2011-10-14,0,3,6.2,82,33.8,25.8
5145,2011-10-15,0,1,7.5,76,34.5,26
5493,2011-10-16,0,2,5.7,82,33.4,26
5841,2011-10-17,0,1,8.8,78,34.5,26.2
6189,2011-10-18,0,5,0.7,83,30.5,26
6537,2011-10-19,0,4,7.6,80,32,25.2
6885,2011-10-20,0,4,9.1,79,34.7,25.2
7233,2011-10-21,0,7,4.4,87,33.7,26.4
7581,2011-10-22,1,6,2.9,86,31.6,24.5
7929,2011-10-23,0,2,8.7,83,31.6,23.3
8277,2011-10-24,0,1,9.3,81,32.5,24.5
8625,2011-10-25,0,2,9.4,76,33,23.5
8973,2011-10-26,0,4,5,77,31.8,24.4
9321,2011-10-27,0,2,7.9,76,32.2,22.6
9669,2011-10-28,0,3,6.4,78,31.8,23.4
9999,2011-10-29,0,0,8.9,76,32.4,22
10320,2011-10-30,0,1,8.6,76,31.4,19.5
10548,2011-10-31,0,0,7.9,74,31,21.5
274,2011-11-01,0,0,9,75,30.8,19.4
622,2011-11-02,0,0,8.5,76,31.5,20.5
970,2011-11-03,0,0,5.6,82,30,20
1318,2011-11-04,0,0,5.7,82,30.5,20
1666,2011-11-05,0,2,6.1,81,30.4,21.2
2014,2011-11-06,0,0,4.9,85,30,20.8
2362,2011-11-07,0,0,6,84,29.8,21
2710,2011-11-08,0,0,9.2,83,30.5,20.3
3058,2011-11-09,0,0,10,77,32,18.4
3406,2011-11-10,0,0,9.9,74,32.3,18.6
3754,2011-11-11,0,0,9.6,74,32.6,19.5
4102,2011-11-12,0,0,9.1,79,31.5,20.4
4450,2011-11-13,0,1,8.8,83,31,20.6
4798,2011-11-14,0,2,7.7,80,30.5,21.2
5146,2011-11-15,0,5,3.5,84,30.7,23
5494,2011-11-16,6,3,7.2,91,29.5,21.5
5842,2011-11-17,0,3,6.4,91,29.5,20
6190,2011-11-18,0,0,6.4,93,30.2,19.5
6538,2011-11-19,0,0,6.2,92,28.5,19.4
6886,2011-11-20,0,1,4.7,89,28.5,18.6
7234,2011-11-21,0,0,7.4,81,29.5,19
7582,2011-11-22,0,0,7.8,87,30.5,19.4
7930,2011-11-23,0,0,9.4,76,31.5,18
8278,2011-11-24,0,0,9.5,74,31.6,17.5
8626,2011-11-25,0,0,9.7,77,31.5,18.2
8974,2011-11-26,0,0,9.3,76,29.6,17.2
9322,2011-11-27,0,0,8.8,77,29.5,17.6
9670,2011-11-28,0,0,8.3,75,29,16.6
10000,2011-11-29,0,0,7.8,76,28.2,15.5
10321,2011-11-30,0,0,5.5,76,27.8,17.8
275,2011-12-01,0,0,3.8,81,27,16.5
623,2011-12-02,0,2,9,76,30.5,16.5
971,2011-12-03,0,1,7.1,80,30.5,17.7
1319,2011-12-04,0,1,8.2,81,30.5,17.5
1667,2011-12-05,0,0,3.8,85,28.6,18.4
2015,2011-12-06,0,0,6.8,90,28.5,18
2363,2011-12-07,0,0,8,84,29.3,17.6
2711,2011-12-08,0,0,8.7,85,29.5,17.5
3059,2011-12-09,0,0,8.4,83,29,17.3
3407,2011-12-10,0,0,5.4,84,28,15.5
3755,2011-12-11,0,0,4,88,27,17.6
4103,2011-12-12,0,2,2.6,76,26,18.3
4451,2011-12-13,0,1,5.7,76,25.5,16
4799,2011-12-14,0,0,7,79,24,14.5
5147,2011-12-15,0,2,3.8,88,21.2,12.5
5495,2011-12-16,0,0,7.2,80,24.5,11.4
5843,2011-12-17,0,2,1.4,91,22.5,10
6191,2011-12-18,0,0,2.1,91,19.8,12.2
6539,2011-12-19,0,0,1.5,95,17.8,11
6887,2011-12-20,0,0,2.8,92,20,12.4
7235,2011-12-21,0,1,0,94,14.5,11.8
7583,2011-12-22,0,0,6.6,88,19.5,10.5
7931,2011-12-23,0,2,2.5,88,18,11.6
8279,2011-12-24,0,4,0.4,89,18.5,11
8627,2011-12-25,0,1,8,83,24.8,12.5
8975,2011-12-26,0,0,8.6,78,26,11
9323,2011-12-27,0,2,8.2,74,27.7,13.5
9671,2011-12-28,0,5,2.7,74,26.6,17
10001,2011-12-29,0,4,2,75,28,16.2
10322,2011-12-30,0,1,8.7,73,28.7,18.2
10549,2011-12-31,0,3,4.4,84,26.5,15.4
276,2012-01-01,0,4,8.5,69,29,15.6
624,2012-01-02,0,5,0.5,90,22,18
972,2012-01-03,1,1,6.1,92,24.8,16
1320,2012-01-04,0,3,3.9,82,25,17.6
1668,2012-01-05,0,2,1.7,82,25,16.5
2016,2012-01-06,0,5,0.3,91,22.8,16.8
2364,2012-01-07,29,8,0,93,21,17
2712,2012-01-08,7,7,0.2,91,22,16.6
3060,2012-01-09,5,5,0,97,19.5,17.5
3408,2012-01-10,23,8,0,96,20.4,16.2
3756,2012-01-11,1,3,4.9,83,23.8,16.5
4104,2012-01-12,0,1,9,80,20.7,12.4
4452,2012-01-13,0,1,6.9,90,21.2,10.2
4800,2012-01-14,0,0,7.7,82,22.5,10.4
5148,2012-01-15,0,0,8.4,77,22.5,10.4
5496,2012-01-16,0,0,7.3,80,23.5,11
5844,2012-01-17,0,0,8.6,81,27.3,12
6192,2012-01-18,0,1,5.6,84,26.2,16.2
6540,2012-01-19,0,2,7.1,84,26.5,18.2
6888,2012-01-20,0,2,7.1,83,27.3,18
7236,2012-01-21,0,2,5.2,82,24,17.5
7584,2012-01-22,0,0,8.7,72,23.5,11.4
7932,2012-01-23,0,0,9,73,24,10.2
8280,2012-01-24,0,0,8.7,77,25.2,10.7
8628,2012-01-25,0,0,7.6,74,25.7,11.8
8976,2012-01-26,0,0,7.7,77,26.5,12.4
9324,2012-01-27,0,0,8.5,75,26.8,14.2
9672,2012-01-28,0,0,8.6,73,26.5,13
10002,2012-01-29,0,1,8.7,72,26,13.5
10323,2012-01-30,0,0,9.3,63,26.3,13
10550,2012-01-31,0,0,9.5,65,26.5,13
277,2012-02-01,0,0,8.9,66,26,12.2
625,2012-02-02,0,0,9.1,71,24.5,11.6
973,2012-02-03,0,0,8.7,74,25.5,10.5
1321,2012-02-04,0,0,9.3,73,27,12
1669,2012-02-05,0,0,9.4,72,28.8,12.8
2017,2012-02-06,0,0,8.5,73,30.8,13.8
2365,2012-02-07,0,0,9,73,29.2,16
2713,2012-02-08,0,4,6,72,30.5,16.2
3061,2012-02-09,0,0,6.2,79,28.2,19
3409,2012-02-10,0,0,9.3,61,24.5,14.5
3757,2012-02-11,0,0,9.6,65,26.8,11.5
4105,2012-02-12,0,0,9.6,69,26.5,12
4453,2012-02-13,0,0,9.1,68,27.8,12.4
4801,2012-02-14,0,0,8.1,70,29.2,14.2
5149,2012-02-15,0,2,7.5,76,30.3,17
5497,2012-02-16,13,4,0,90,24.5,19.2
5845,2012-02-17,1,1,8,80,28.2,18
6193,2012-02-18,0,0,9.1,76,29.5,17.5
6541,2012-02-19,0,0,9.2,71,28.5,15.8
6889,2012-02-20,0,0,9.7,69,28.5,14.4
7237,2012-02-21,0,0,9.2,73,30.7,16
7585,2012-02-22,0,0,9.5,66,32.4,16
7933,2012-02-23,0,0,7.6,77,32.5,20
8281,2012-02-24,0,0,9.8,71,34,18.5
8629,2012-02-25,0,0,9.7,67,33.5,18
8977,2012-02-26,0,0,9.4,66,31.8,17.8
9325,2012-02-27,0,0,10.4,60,30,17.5
9673,2012-02-28,0,1,9.6,67,32.2,16.5
10003,2012-02-29,4,2,9,77,31,20.5
278,2012-03-01,0,0,8.7,75,31.8,20.2
626,2012-03-02,0,3,7.2,68,31,22.5
974,2012-03-03,0,0,8.9,68,31.2,20.5
1322,2012-03-04,0,0,9.1,61,34,18.8
1670,2012-03-05,0,1,8,73,33.5,21
2018,2012-03-06,0,0,9.1,71,35.2,22.5
2366,2012-03-07,0,1,9,75,34.5,22.5
2714,2012-03-08,0,2,7.6,76,33,23.2
3062,2012-03-09,0,1,7.9,81,33,23
3410,2012-03-10,0,1,7.5,80,33.2,23
3758,2012-03-11,0,0,9.4,69,33.3,21.5
4106,2012-03-12,0,0,9.7,62,34.5,17.8
4454,2012-03-13,0,3,6.5,68,34,20.6
4802,2012-03-14,0,1,9.2,76,32.5,19.2
5150,2012-03-15,0,0,9.4,73,31,19.2
5498,2012-03-16,0,0,8.9,73,33.6,17.5
5846,2012-03-17,0,2,8,80,33.5,20.6
6194,2012-03-18,0,5,6.7,82,33,23
6542,2012-03-19,0,6,2.4,86,32.4,24
6890,2012-03-20,1,3,8.6,85,33.5,23.5
7238,2012-03-21,0,2,8.7,78,36.5,24.5
7586,2012-03-22,0,1,8.9,82,35.2,24.5
7934,2012-03-23,0,0,9,69,32.6,23.7
8282,2012-03-24,0,0,9.4,70,35.2,19.4
8630,2012-03-25,0,1,9,76,35.5,22.4
8978,2012-03-26,0,0,9.2,77,36,23
9326,2012-03-27,0,0,9.1,70,37,24
9674,2012-03-28,0,0,9.4,65,36.8,24
10004,2012-03-29,0,0,9.4,68,37,24
10324,2012-03-30,0,2,8.4,75,34.2,24
10551,2012-03-31,0,3,7.1,73,34,24
279,2012-04-01,0,2,9.7,68,36.2,21.6
627,2012-04-02,0,0,9.4,70,36,22
975,2012-04-03,0,1,9.3,75,36.5,23.6
1323,2012-04-04,0,2,9.4,73,36.6,24
1671,2012-04-05,0,4,6.5,71,33.8,24.4
2019,2012-04-06,0,4,3.2,88,27,22
2367,2012-04-07,13,5,6.4,83,29.6,20
2715,2012-04-08,0,4,8.7,83,33.8,22
3063,2012-04-09,1,5,7.8,86,33.5,21.5
3411,2012-04-10,12,5,5.7,86,33,19
3759,2012-04-11,1,5,9.5,79,33.2,20.1
4107,2012-04-12,0,4,4.9,78,34.5,26
4455,2012-04-13,9,4,6.2,78,33.5,23.4
4803,2012-04-14,0,0,11,75,34.5,22.6
5151,2012-04-15,0,1,10.1,80,36.5,24.8
5499,2012-04-16,0,3,8.7,80,35.8,26.5
5847,2012-04-17,0,2,9.4,74,37.3,26
6195,2012-04-18,0,3,9.5,76,37.6,27.2
6543,2012-04-19,0,2,9.3,77,36.8,27.3
6891,2012-04-20,0,5,3.5,80,35.8,27
7239,2012-04-21,0,1,9.8,78,36.5,26.5
7587,2012-04-22,0,0,10.3,64,39.5,27
7935,2012-04-23,0,2,8,71,37.5,26
8283,2012-04-24,2,3,10.9,69,38.2,26
8631,2012-04-25,1,3,11,78,36.5,24.5
8979,2012-04-26,1,5,10.3,79,35.8,22.6
9327,2012-04-27,0,4,7,75,36,27.2
9675,2012-04-28,1,3,6.6,81,34.5,25
10005,2012-04-29,11,3,9.9,80,36.8,27
10325,2012-04-30,0,3,6.7,83,36.3,27.5
280,2012-05-01,0,7,5.4,88,35.5,23.2
628,2012-05-02,25,5,7.7,86,34.5,21.7
976,2012-05-03,4,4,9.7,78,35.5,22.5
1324,2012-05-04,4,6,0,89,32.5,20.4
1672,2012-05-05,19,2,10.1,76,34.5,20.4
2020,2012-05-06,0,2,10.1,74,35.8,23.4
2368,2012-05-07,0,1,9.7,74,36.5,25
2716,2012-05-08,0,0,9.7,73,36.2,25
3064,2012-05-09,0,2,10,77,36.2,26.5
3412,2012-05-10,0,2,8.5,78,36.2,26.4
3760,2012-05-11,0,2,8.8,78,36.8,26.3
4108,2012-05-12,0,4,9,80,37,27
4456,2012-05-13,0,2,8.1,78,37,27.2
4804,2012-05-14,0,1,8.9,81,37.2,29
5152,2012-05-15,0,3,3.7,84,37.2,29
5500,2012-05-16,0,3,7.5,77,38.2,28.5
5848,2012-05-17,0,3,8.3,75,38.4,27
6196,2012-05-18,0,4,4.8,80,37,28.2
6544,2012-05-19,0,1,8.7,77,38.5,25.5
6892,2012-05-20,0,5,8,78,37.8,28.5
7240,2012-05-21,0,2,10,77,38.5,25
7588,2012-05-22,0,2,9.5,78,38.4,28.2
7936,2012-05-23,0,3,8.3,80,38.2,28.5
8284,2012-05-24,0,5,6,82,38.4,29.4
8632,2012-05-25,0,3,6,81,37.6,28.5
8980,2012-05-26,0,2,6.7,80,38.2,29
9328,2012-05-27,0,5,3.5,81,37,28.5
9676,2012-05-28,11,6,1,89,35.5,26.5
10006,2012-05-29,0,4,5.1,79,36.8,28
10326,2012-05-30,0,5,3.5,84,35.5,28.5
10552,2012-05-31,0,6,1,82,35.5,27.5
281,2012-06-01,0,6,0,95,31.7,28
629,2012-06-02,1,5,4.6,83,37,26.3
977,2012-06-03,0,6,8.8,84,36.6,29.5
1325,2012-06-04,0,4,7.5,79,38.8,30
1673,2012-06-05,0,6,0,85,36,29.6
2021,2012-06-06,0,4,7.2,86,36.5,29.6
2369,2012-06-07,0,6,0,87,36,29.5
2717,2012-06-08,1,2,7.5,75,38.5,25.8
3065,2012-06-09,0,3,5.2,81,38.5,29.5
3413,2012-06-10,0,4,8.5,81,38.4,27.3
3761,2012-06-11,0,3,8.9,84,38,29.4
4109,2012-06-12,0,2,10.2,81,37.2,28.5
4457,2012-06-13,0,2,10.2,79,38,28.5
4805,2012-06-14,0,4,2.9,82,36.5,29.5
5153,2012-06-15,0,7,1.2,87,37,30
5501,2012-06-16,1,8,0,95,32.5,29.5
5849,2012-06-17,6,6,5.1,78,36.3,24.4
6197,2012-06-18,0,4,4.6,73,36.5,27.5
6545,2012-06-19,0,6,2.8,78,36.2,27.2
6893,2012-06-20,0,8,0.5,88,33.5,27.6
7241,2012-06-21,18,6,1.3,91,33.5,26.6
7589,2012-06-22,25,7,0,89,32,27.2
7937,2012-06-23,8,8,0,90,30,26.5
8285,2012-06-24,1,8,0,98,26.5,25.7
8633,2012-06-25,100,8,0,97,29,24.5
8981,2012-06-26,71,6,4.2,83,34.5,24.5
9329,2012-06-27,0,5,5.2,83,36.6,28
9677,2012-06-28,0,5,7.1,83,37.5,28.4
10007,2012-06-29,21,6,2.7,88,35,25.2
10327,2012-06-30,2,5,2.5,85,34.8,27.6
282,2012-07-01,0,6,11.6,78,34.4,27.4
630,2012-07-02,0,7,4.2,86,32.5,27
978,2012-07-03,3,7,3.4,92,31.5,26.6
1326,2012-07-04,7,7,2.8,91,32.4,27
1674,2012-07-05,21,6,7.8,91,32.5,25.8
2022,2012-07-06,39,7,0.4,95,31.8,25.6
2370,2012-07-07,21,6,5.2,89,33.3,26.5
2718,2012-07-08,15,6,4.9,88,32.2,26.3
3066,2012-07-09,1,7,5.7,91,32.5,27.2
3414,2012-07-10,7,7,1.9,90,33,26
3762,2012-07-11,0,5,2.9,91,32.8,27.2
4110,2012-07-12,1,7,4.4,93,34.2,27
4458,2012-07-13,12,7,6.2,89,34.8,27
4806,2012-07-14,6,8,0.2,96,33,27
5154,2012-07-15,33,7,0.8,91,33,26.5
5502,2012-07-16,12,7,0.6,91,32.5,27
5850,2012-07-17,1,8,3.4,91,33.5,27.7
6198,2012-07-18,2,8,0.8,95,33.5,28
6546,2012-07-19,95,8,0.2,92,30.5,25
6894,2012-07-20,5,7,4.8,90,32.5,25.5
7242,2012-07-21,7,5,4.6,87,32.8,26.4
7590,2012-07-22,6,5,5.7,88,32.6,26.5
7938,2012-07-23,13,5,3.5,87,33,26.6
8286,2012-07-24,3,8,1.2,90,32.4,28
8634,2012-07-25,2,7,5.3,92,33.4,26.5
8982,2012-07-26,12,7,5.9,87,33.4,26.6
9330,2012-07-27,2,8,0,98,29.5,27
9678,2012-07-28,42,6,4.1,91,33,26.5
10008,2012-07-29,0,8,0.4,93,31.2,27
10328,2012-07-30,6,7,4.7,89,32.5,26
10553,2012-07-31,17,6,1.6,91,31.5,26.5
283,2012-08-01,3,7,2.7,92,32.4,26.6
631,2012-08-02,5,8,2.6,91,33,26.8
979,2012-08-03,6,7,8.4,89,32.4,26.6
1327,2012-08-04,0,7,2.1,95,32,26.5
1675,2012-08-05,33,6,8.1,90,32.5,26.4
2023,2012-08-06,5,6,3.3,94,31.6,26.2
2371,2012-08-07,7,7,4.4,94,32.6,26.8
2719,2012-08-08,3,6,1.2,95,31.5,26.5
3067,2012-08-09,20,6,1.8,95,32.3,26
3415,2012-08-10,5,6,4,92,33.2,26
3763,2012-08-11,8,8,1.2,96,31.5,26.5
4111,2012-08-12,75,8,1.2,97,31.8,25.2
4459,2012-08-13,24,7,0,99,28.7,25.8
4807,2012-08-14,9,6,8.9,89,32.8,26.2
5155,2012-08-15,0,6,5.5,86,33.5,27
5503,2012-08-16,0,6,7.5,83,34.8,27.8
5851,2012-08-17,2,6,10.2,85,33.2,27
6199,2012-08-18,0,4,6.7,87,32.5,27
6547,2012-08-19,8,5,10.4,87,34.2,27
6895,2012-08-20,0,7,0.9,90,32.8,27.3
7243,2012-08-21,1,8,1.2,96,31.7,26.6
7591,2012-08-22,15,6,4.4,94,32.2,25.5
7939,2012-08-23,5,6,5.5,89,34.6,26
8287,2012-08-24,0,7,3,91,32.8,27.2
8635,2012-08-25,0,6,4.2,87,34.2,27.6
8983,2012-08-26,0,5,6.5,87,34,27
9331,2012-08-27,1,4,6,88,33.5,27.2
9679,2012-08-28,3,4,7.1,88,34.7,27
10009,2012-08-29,6,6,4.5,93,33.5,27.5
10329,2012-08-30,10,6,2.7,88,33.4,27
10554,2012-08-31,0,6,3.6,90,33.5,26.8
284,2012-09-01,3,5,3.7,90,33,27
632,2012-09-02,3,4,6.2,88,33.7,27
980,2012-09-03,0,7,6.3,92,32.2,27
1328,2012-09-04,44,8,0,96,26.8,25
1676,2012-09-05,110,8,0,99,26.5,24.5
2024,2012-09-06,88,6,1,97,28.5,24.5
2372,2012-09-07,17,2,10.7,85,33.7,25
2720,2012-09-08,0,6,5,94,34.5,27
3068,2012-09-09,3,8,2.1,95,31.2,26
3416,2012-09-10,11,7,2.4,94,32.2,26
3764,2012-09-11,6,7,2.9,91,32.5,26
4112,2012-09-12,1,6,4.2,91,32,26.6
4460,2012-09-13,2,8,6.3,91,32.5,26.2
4808,2012-09-14,27,7,1.6,93,32,27
5156,2012-09-15,1,6,5.6,89,32.5,26.5
5504,2012-09-16,0,6,3.7,89,33.4,27.5
5852,2012-09-17,0,7,2.6,94,31.2,26.5
6200,2012-09-18,22,5,7.7,87,33.2,26.5
6548,2012-09-19,4,4,8.3,89,33,26.5
6896,2012-09-20,4,4,7.1,92,34.5,27
7244,2012-09-21,25,2,9.4,88,33.5,27
7592,2012-09-22,2,3,9.8,87,34.4,27
7940,2012-09-23,0,5,4.8,91,34,27.4
8288,2012-09-24,0,4,5.7,90,34,27.5
8636,2012-09-25,0,3,8.6,83,34.6,26.5
8984,2012-09-26,0,4,7.8,88,35,26.2
9332,2012-09-27,1,5,8.2,84,35.7,26.5
9680,2012-09-28,0,4,6.7,83,35.6,27.6
10010,2012-09-29,0,3,1.6,89,33,27.5
10330,2012-09-30,0,4,9.7,82,34.8,26.8
285,2012-10-01,0,4,8.5,86,34.2,26
633,2012-10-02,8,5,8.3,88,34.7,26.7
981,2012-10-03,34,6,4,92,31.5,26
1329,2012-10-04,6,7,1.5,93,30.6,26.6
1677,2012-10-05,11,7,0,93,30.4,25.2
2025,2012-10-06,0,5,3.1,90,32,25.7
2373,2012-10-07,0,4,5.6,86,32.6,26
2721,2012-10-08,0,5,6.1,89,32.6,25.5
3069,2012-10-09,12,5,7,85,33.5,25.5
3417,2012-10-10,0,7,2.7,88,32.5,25.3
3765,2012-10-11,16,6,4.5,90,32,24.3
4113,2012-10-12,0,5,3.4,92,31.8,24.8
4461,2012-10-13,2,5,8.1,86,33.6,25.6
4809,2012-10-14,0,6,3.1,89,32.3,25.8
5157,2012-10-15,0,5,3.9,89,32,25.5
5505,2012-10-16,0,2,8.5,83,32.6,24.6
5853,2012-10-17,0,3,7.6,79,33.2,25
6201,2012-10-18,0,0,9.4,82,33.5,24.5
6549,2012-10-19,0,2,9,84,33,24.3
6897,2012-10-20,0,1,9.6,84,32.2,22.2
7245,2012-10-21,0,0,10.4,85,32.6,21.5
7593,2012-10-22,0,0,10.2,81,32.3,20.8
7941,2012-10-23,0,0,9.5,85,31.5,20.5
8289,2012-10-24,0,0,9.4,84,31.6,21.2
8637,2012-10-25,0,0,9.5,81,31.5,19.5
8985,2012-10-26,0,0,9.1,84,31.6,21.2
9333,2012-10-27,0,0,9.8,81,31.5,19.5
9681,2012-10-28,0,0,10.3,83,31.5,21
10011,2012-10-29,0,0,10.1,82,32,21.3
10331,2012-10-30,0,1,9.8,83,32.7,20
